section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,20.7
ablation,variant_2,0.2,ns_per_call,17.1
ablation,variant_3,0.2,ns_per_call,31.8
ablation,variant_4,0.2,ns_per_call,34.6
ablation,variant_5,0.2,ns_per_call,44.1
ablation,variant_6,0.2,ns_per_call,190.7
ablation,variant_1,0.5,ns_per_call,19.4
ablation,variant_2,0.5,ns_per_call,17.9
ablation,variant_3,0.5,ns_per_call,35.4
ablation,variant_4,0.5,ns_per_call,35.9
ablation,variant_5,0.5,ns_per_call,44.5
ablation,variant_6,0.5,ns_per_call,192.4
ablation,variant_1,1.9,ns_per_call,23.2
ablation,variant_2,1.9,ns_per_call,21.6
ablation,variant_3,1.9,ns_per_call,44.8
ablation,variant_4,1.9,ns_per_call,39.4
ablation,variant_5,1.9,ns_per_call,46.3
ablation,variant_6,1.9,ns_per_call,203.7
ablation,variant_1,7.6,ns_per_call,22.1
ablation,variant_2,7.6,ns_per_call,24.3
ablation,variant_3,7.6,ns_per_call,50.8
ablation,variant_4,7.6,ns_per_call,42.9
ablation,variant_5,7.6,ns_per_call,48.2
ablation,variant_6,7.6,ns_per_call,210.7
ablation,variant_1,27.9,ns_per_call,20.6
ablation,variant_2,27.9,ns_per_call,26.1
ablation,variant_3,27.9,ns_per_call,53.5
ablation,variant_4,27.9,ns_per_call,44.0
ablation,variant_5,27.9,ns_per_call,48.8
ablation,variant_6,27.9,ns_per_call,212.4
ablation,variant_1,111.4,ns_per_call,20.4
ablation,variant_2,111.4,ns_per_call,53.8
ablation,variant_3,111.4,ns_per_call,127.8
ablation,variant_4,111.4,ns_per_call,95.7
ablation,variant_5,111.4,ns_per_call,61.3
ablation,variant_6,111.4,ns_per_call,274.0
ablation,variant_1,466.3,ns_per_call,21.4
ablation,variant_2,466.3,ns_per_call,66.5
ablation,variant_3,466.3,ns_per_call,169.8
ablation,variant_4,466.3,ns_per_call,102.4
ablation,variant_5,466.3,ns_per_call,75.9
ablation,variant_6,466.3,ns_per_call,316.1
ablation,variant_1,1652.8,ns_per_call,22.5
ablation,variant_2,1652.8,ns_per_call,72.4
ablation,variant_3,1652.8,ns_per_call,196.2
ablation,variant_4,1652.8,ns_per_call,109.5
ablation,variant_5,1652.8,ns_per_call,91.9
ablation,variant_6,1652.8,ns_per_call,352.4
scaling,threads_1,,stream_gbps,1.56
scaling,threads_1,,dense_gbps,0.84
scaling,threads_1,,dense_gbps_core,0.839
scaling,threads_1,,dense_ns,222.8
scaling,threads_2,,stream_gbps,2.76
scaling,threads_2,,dense_gbps,1.4
scaling,threads_2,,dense_gbps_core,0.702
scaling,threads_2,,dense_ns,133.0
scaling,threads_4,,stream_gbps,5.18
scaling,threads_4,,dense_gbps,2.65
scaling,threads_4,,dense_gbps_core,0.663
scaling,threads_4,,dense_ns,70.5
scaling,threads_8,,stream_gbps,10.26
scaling,threads_8,,dense_gbps,5.3
scaling,threads_8,,dense_gbps_core,0.662
scaling,threads_8,,dense_ns,35.3
scaling,threads_16,,stream_gbps,18.39
scaling,threads_16,,dense_gbps,10.13
scaling,threads_16,,dense_gbps_core,0.633
scaling,threads_16,,dense_ns,18.4
scaling,threads_32,,stream_gbps,28.34
scaling,threads_32,,dense_gbps,18.6
scaling,threads_32,,dense_gbps_core,0.581
scaling,threads_32,,dense_ns,10.0
scaling,threads_64,,stream_gbps,28.75
scaling,threads_64,,dense_gbps,30.87
scaling,threads_64,,dense_gbps_core,0.482
scaling,threads_64,,dense_ns,6.1
scaling,threads_128,,stream_gbps,21.69
scaling,threads_128,,dense_gbps,25.79
scaling,threads_128,,dense_gbps_core,0.202
scaling,threads_128,,dense_ns,7.2
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,800.0
production,setup_?thr,,alpha,0.75
production,setup_?thr,,beta,8.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,56.6631
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,413200861.0
production,setup_?thr,,keep_frac,0.368535
production,setup_?thr,,avg_row_bytes_pruned,186.93
production,setup_?thr,,build_s,279.289
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
production,replay_1thr,,k_hat,80.0
production,replay_1thr,,ef,800.0
production,replay_1thr,,alpha,0.75
production,replay_1thr,,beta,8.0
production,replay_1thr,,recorded,26986309.0
production,replay_1thr,,full_s,3.41031
production,replay_1thr,,overhead_s,0.96253
production,replay_1thr,,distance_s,2.44778
production,replay_1thr,,distance_share,0.717759
production,replay_1thr,,overhead_share,0.282241
production,replay_1thr,,ndist,26986309.0
production,replay_1thr,,ns_per_dist_true,90.7046
