section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,25.1
ablation,variant_2,0.2,ns_per_call,18.0
ablation,variant_3,0.2,ns_per_call,37.0
ablation,variant_4,0.2,ns_per_call,39.7
ablation,variant_5,0.2,ns_per_call,52.7
ablation,variant_6,0.2,ns_per_call,220.6
ablation,variant_7,0.2,ns_per_call,36.2
ablation,variant_1,0.6,ns_per_call,23.8
ablation,variant_2,0.6,ns_per_call,19.3
ablation,variant_3,0.6,ns_per_call,41.7
ablation,variant_4,0.6,ns_per_call,41.8
ablation,variant_5,0.6,ns_per_call,53.3
ablation,variant_6,0.6,ns_per_call,223.4
ablation,variant_7,0.6,ns_per_call,40.3
ablation,variant_1,2.3,ns_per_call,28.6
ablation,variant_2,2.3,ns_per_call,23.5
ablation,variant_3,2.3,ns_per_call,50.2
ablation,variant_4,2.3,ns_per_call,44.9
ablation,variant_5,2.3,ns_per_call,55.5
ablation,variant_6,2.3,ns_per_call,234.3
ablation,variant_7,2.3,ns_per_call,48.8
ablation,variant_1,9.3,ns_per_call,26.3
ablation,variant_2,9.3,ns_per_call,26.1
ablation,variant_3,9.3,ns_per_call,55.8
ablation,variant_4,9.3,ns_per_call,48.2
ablation,variant_5,9.3,ns_per_call,57.1
ablation,variant_6,9.3,ns_per_call,240.3
ablation,variant_7,9.3,ns_per_call,55.9
ablation,variant_1,34.4,ns_per_call,25.4
ablation,variant_2,34.4,ns_per_call,31.8
ablation,variant_3,34.4,ns_per_call,69.9
ablation,variant_4,34.4,ns_per_call,55.4
ablation,variant_5,34.4,ns_per_call,61.6
ablation,variant_6,34.4,ns_per_call,247.1
ablation,variant_7,34.4,ns_per_call,62.6
ablation,variant_1,137.5,ns_per_call,25.6
ablation,variant_2,137.5,ns_per_call,59.7
ablation,variant_3,137.5,ns_per_call,142.6
ablation,variant_4,137.5,ns_per_call,111.3
ablation,variant_5,137.5,ns_per_call,71.1
ablation,variant_6,137.5,ns_per_call,311.2
ablation,variant_7,137.5,ns_per_call,130.6
ablation,variant_1,575.5,ns_per_call,26.7
ablation,variant_2,575.5,ns_per_call,78.3
ablation,variant_3,575.5,ns_per_call,187.8
ablation,variant_4,575.5,ns_per_call,115.2
ablation,variant_5,575.5,ns_per_call,84.1
ablation,variant_6,575.5,ns_per_call,348.7
ablation,variant_7,575.5,ns_per_call,181.2
ablation,variant_1,2039.4,ns_per_call,28.6
ablation,variant_2,2039.4,ns_per_call,87.7
ablation,variant_3,2039.4,ns_per_call,211.4
ablation,variant_4,2039.4,ns_per_call,119.3
ablation,variant_5,2039.4,ns_per_call,91.9
ablation,variant_6,2039.4,ns_per_call,384.4
ablation,variant_7,2039.4,ns_per_call,205.6
scaling,threads_1,,stream_gbps,1.86
scaling,threads_1,,dense_gbps,0.99
scaling,threads_1,,dense_gbps_core,0.987
scaling,threads_1,,dense_ns,233.7
scaling,threads_2,,stream_gbps,3.31
scaling,threads_2,,dense_gbps,1.68
scaling,threads_2,,dense_gbps_core,0.838
scaling,threads_2,,dense_ns,137.6
scaling,threads_4,,stream_gbps,6.13
scaling,threads_4,,dense_gbps,3.2
scaling,threads_4,,dense_gbps_core,0.799
scaling,threads_4,,dense_ns,72.1
scaling,threads_8,,stream_gbps,12.02
scaling,threads_8,,dense_gbps,6.4
scaling,threads_8,,dense_gbps_core,0.8
scaling,threads_8,,dense_ns,36.0
scaling,threads_16,,stream_gbps,20.72
scaling,threads_16,,dense_gbps,12.21
scaling,threads_16,,dense_gbps_core,0.763
scaling,threads_16,,dense_ns,18.9
scaling,threads_32,,stream_gbps,34.26
scaling,threads_32,,dense_gbps,22.44
scaling,threads_32,,dense_gbps_core,0.701
scaling,threads_32,,dense_ns,10.3
scaling,threads_64,,stream_gbps,36.93
scaling,threads_64,,dense_gbps,33.24
scaling,threads_64,,dense_gbps_core,0.519
scaling,threads_64,,dense_ns,6.9
scaling,threads_128,,stream_gbps,22.51
scaling,threads_128,,dense_gbps,23.53
scaling,threads_128,,dense_gbps_core,0.184
scaling,threads_128,,dense_ns,9.8
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,75.0
production,setup_?thr,,alpha,0.825
production,setup_?thr,,beta,3.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,57.3664
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,509839716.0
production,setup_?thr,,keep_frac,0.454727
production,setup_?thr,,avg_row_bytes_pruned,230.649
production,setup_?thr,,build_s,336.632
production,setup_?thr,,quantize_s,0.209706
production,setup_?thr,,quant_MiB,1572.5
production,setup_?thr,,fp16_row_bytes,230.649
production,setup_?thr,,u8_row_bytes,178.487
production,setup_?thr,,row_byte_ratio,1.29225
production,setup_?thr,,quantized,1.0
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
production,replay_1thr,,k_hat,30.0
production,replay_1thr,,ef,75.0
production,replay_1thr,,alpha,0.825
production,replay_1thr,,beta,3.0
production,replay_1thr,,recorded,3707739.0
production,replay_1thr,,full_s,0.400665
production,replay_1thr,,overhead_s,0.0995067
production,replay_1thr,,distance_s,0.301158
production,replay_1thr,,distance_share,0.751646
production,replay_1thr,,overhead_share,0.248354
production,replay_1thr,,ndist,3707739.0
production,replay_1thr,,ns_per_dist_true,81.2241
production,replay_1thr,,ns_per_dist_naive,108.062
production,replay_1thr,,vec_bytes,689862004.0
production,replay_1thr,,graph_bytes,20927364.0
production,replay_1thr,,graph_frac_of_bytes,0.0294424
production,replay_1thr,,replay_ndist,3707739.0
production,replay_1thr,,ndist_match,1.0
production,repeat_1thr,,search_threads,1.0
production,repeat_1thr,,nq,2000.0
production,repeat_1thr,,k,10.0
production,repeat_1thr,,k_hat,30.0
production,repeat_1thr,,ef,75.0
production,repeat_1thr,,alpha,0.825
production,repeat_1thr,,beta,3.0
production,repeat_1thr,,cold_s,0.403586
production,repeat_1thr,,warm_s,0.212419
production,repeat_1thr,,mem_share,0.473671
production,repeat_1thr,,cold_us_per_query,201.793
production,repeat_1thr,,warm_us_per_query,106.209
production,repeat_1thr,,ndist,3707739.0
production,repeat_1thr,,cold_ns_per_dist,108.849
production,repeat_1thr,,warm_ns_per_dist,57.2907
production,repeat_1thr,,bytes_per_query_avg,344931.0
production,repeat_1thr,,bytes_per_query_max,1194948.0
production,repeat_1thr,,path_mismatches,0.0
production,batch_1thr,,search_threads,1.0
production,batch_1thr,,nq,6980.0
production,batch_1thr,,k,10.0
