section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,42.5
ablation,variant_2,0.2,ns_per_call,37.9
ablation,variant_3,0.2,ns_per_call,75.6
ablation,variant_4,0.2,ns_per_call,44.4
ablation,variant_5,0.2,ns_per_call,49.3
ablation,variant_6,0.2,ns_per_call,212.0
ablation,variant_7,0.2,ns_per_call,34.4
ablation,variant_1,0.5,ns_per_call,21.8
ablation,variant_2,0.5,ns_per_call,18.9
ablation,variant_3,0.5,ns_per_call,39.5
ablation,variant_4,0.5,ns_per_call,39.7
ablation,variant_5,0.5,ns_per_call,49.6
ablation,variant_6,0.5,ns_per_call,213.5
ablation,variant_7,0.5,ns_per_call,37.6
ablation,variant_1,2.2,ns_per_call,26.2
ablation,variant_2,2.2,ns_per_call,23.1
ablation,variant_3,2.2,ns_per_call,48.7
ablation,variant_4,2.2,ns_per_call,42.7
ablation,variant_5,2.2,ns_per_call,51.5
ablation,variant_6,2.2,ns_per_call,225.2
ablation,variant_7,2.2,ns_per_call,48.2
ablation,variant_1,8.7,ns_per_call,25.2
ablation,variant_2,8.7,ns_per_call,25.7
ablation,variant_3,8.7,ns_per_call,54.2
ablation,variant_4,8.7,ns_per_call,46.0
ablation,variant_5,8.7,ns_per_call,53.2
ablation,variant_6,8.7,ns_per_call,231.5
ablation,variant_7,8.7,ns_per_call,55.3
ablation,variant_1,32.1,ns_per_call,22.9
ablation,variant_2,32.1,ns_per_call,29.3
ablation,variant_3,32.1,ns_per_call,61.0
ablation,variant_4,32.1,ns_per_call,51.0
ablation,variant_5,32.1,ns_per_call,56.0
ablation,variant_6,32.1,ns_per_call,235.3
ablation,variant_7,32.1,ns_per_call,60.9
ablation,variant_1,128.0,ns_per_call,23.8
ablation,variant_2,128.0,ns_per_call,59.4
ablation,variant_3,128.0,ns_per_call,141.2
ablation,variant_4,128.0,ns_per_call,101.8
ablation,variant_5,128.0,ns_per_call,71.6
ablation,variant_6,128.0,ns_per_call,299.3
ablation,variant_7,128.0,ns_per_call,128.7
ablation,variant_1,535.7,ns_per_call,24.0
ablation,variant_2,535.7,ns_per_call,74.2
ablation,variant_3,535.7,ns_per_call,185.6
ablation,variant_4,535.7,ns_per_call,110.3
ablation,variant_5,535.7,ns_per_call,81.5
ablation,variant_6,535.7,ns_per_call,338.8
ablation,variant_7,535.7,ns_per_call,177.4
ablation,variant_1,1898.6,ns_per_call,26.1
ablation,variant_2,1898.6,ns_per_call,81.4
ablation,variant_3,1898.6,ns_per_call,208.4
ablation,variant_4,1898.6,ns_per_call,115.9
ablation,variant_5,1898.6,ns_per_call,94.1
ablation,variant_6,1898.6,ns_per_call,375.3
ablation,variant_7,1898.6,ns_per_call,203.1
scaling,threads_1,,stream_gbps,1.75
scaling,threads_1,,dense_gbps,0.94
scaling,threads_1,,dense_gbps_core,0.944
scaling,threads_1,,dense_ns,227.5
scaling,threads_2,,stream_gbps,3.1
scaling,threads_2,,dense_gbps,1.58
scaling,threads_2,,dense_gbps_core,0.788
scaling,threads_2,,dense_ns,136.1
scaling,threads_4,,stream_gbps,5.86
scaling,threads_4,,dense_gbps,3.03
scaling,threads_4,,dense_gbps_core,0.757
scaling,threads_4,,dense_ns,70.9
scaling,threads_8,,stream_gbps,11.6
scaling,threads_8,,dense_gbps,6.05
scaling,threads_8,,dense_gbps_core,0.756
scaling,threads_8,,dense_ns,35.5
scaling,threads_16,,stream_gbps,19.96
scaling,threads_16,,dense_gbps,11.47
scaling,threads_16,,dense_gbps_core,0.717
scaling,threads_16,,dense_ns,18.7
scaling,threads_32,,stream_gbps,32.59
scaling,threads_32,,dense_gbps,20.96
scaling,threads_32,,dense_gbps_core,0.655
scaling,threads_32,,dense_ns,10.2
scaling,threads_64,,stream_gbps,33.39
scaling,threads_64,,dense_gbps,32.14
scaling,threads_64,,dense_gbps_core,0.502
scaling,threads_64,,dense_ns,6.7
scaling,threads_128,,stream_gbps,22.73
scaling,threads_128,,dense_gbps,23.72
scaling,threads_128,,dense_gbps_core,0.185
scaling,threads_128,,dense_ns,9.1
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,50.0
production,setup_?thr,,alpha,0.8
production,setup_?thr,,beta,2.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,57.4516
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,474649750.0
production,setup_?thr,,keep_frac,0.423341
production,setup_?thr,,avg_row_bytes_pruned,214.729
production,setup_?thr,,build_s,313.984
production,setup_?thr,,quantize_s,0.198076
production,setup_?thr,,quant_MiB,1471.82
production,setup_?thr,,fp16_row_bytes,214.729
production,setup_?thr,,u8_row_bytes,166.547
production,setup_?thr,,row_byte_ratio,1.2893
production,setup_?thr,,seed_s,5.25237
production,setup_?thr,,seed_KiB,940.906
production,setup_?thr,,seed_top_k,8.0
production,setup_?thr,,seed_terms,8.0
production,setup_?thr,,seed_per_term,4.0
production,setup_?thr,,quantized,1.0
production,setup_?thr,,seeding,1.0
production,setup_?thr,,patience,0.0
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
