section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,50.3
ablation,variant_2,0.2,ns_per_call,37.9
ablation,variant_3,0.2,ns_per_call,63.4
ablation,variant_4,0.2,ns_per_call,48.7
ablation,variant_5,0.2,ns_per_call,49.5
ablation,variant_6,0.2,ns_per_call,211.7
ablation,variant_7,0.2,ns_per_call,33.9
ablation,variant_1,0.5,ns_per_call,22.2
ablation,variant_2,0.5,ns_per_call,18.9
ablation,variant_3,0.5,ns_per_call,39.1
ablation,variant_4,0.5,ns_per_call,39.1
ablation,variant_5,0.5,ns_per_call,49.8
ablation,variant_6,0.5,ns_per_call,213.7
ablation,variant_7,0.5,ns_per_call,37.7
ablation,variant_1,2.2,ns_per_call,26.2
ablation,variant_2,2.2,ns_per_call,23.2
ablation,variant_3,2.2,ns_per_call,48.6
ablation,variant_4,2.2,ns_per_call,42.7
ablation,variant_5,2.2,ns_per_call,51.8
ablation,variant_6,2.2,ns_per_call,225.0
ablation,variant_7,2.2,ns_per_call,48.0
ablation,variant_1,8.7,ns_per_call,24.7
ablation,variant_2,8.7,ns_per_call,25.5
ablation,variant_3,8.7,ns_per_call,53.8
ablation,variant_4,8.7,ns_per_call,45.7
ablation,variant_5,8.7,ns_per_call,53.4
ablation,variant_6,8.7,ns_per_call,231.0
ablation,variant_7,8.7,ns_per_call,55.2
ablation,variant_1,32.1,ns_per_call,22.8
ablation,variant_2,32.1,ns_per_call,28.9
ablation,variant_3,32.1,ns_per_call,61.6
ablation,variant_4,32.1,ns_per_call,49.1
ablation,variant_5,32.1,ns_per_call,57.1
ablation,variant_6,32.1,ns_per_call,237.1
ablation,variant_7,32.1,ns_per_call,62.0
ablation,variant_1,128.0,ns_per_call,23.7
ablation,variant_2,128.0,ns_per_call,58.6
ablation,variant_3,128.0,ns_per_call,138.4
ablation,variant_4,128.0,ns_per_call,105.1
ablation,variant_5,128.0,ns_per_call,67.4
ablation,variant_6,128.0,ns_per_call,297.5
ablation,variant_7,128.0,ns_per_call,128.7
ablation,variant_1,535.7,ns_per_call,24.3
ablation,variant_2,535.7,ns_per_call,72.7
ablation,variant_3,535.7,ns_per_call,181.2
ablation,variant_4,535.7,ns_per_call,110.1
ablation,variant_5,535.7,ns_per_call,81.5
ablation,variant_6,535.7,ns_per_call,338.4
ablation,variant_7,535.7,ns_per_call,174.3
ablation,variant_1,1898.6,ns_per_call,25.8
ablation,variant_2,1898.6,ns_per_call,82.5
ablation,variant_3,1898.6,ns_per_call,207.0
ablation,variant_4,1898.6,ns_per_call,115.9
ablation,variant_5,1898.6,ns_per_call,87.1
ablation,variant_6,1898.6,ns_per_call,379.1
ablation,variant_7,1898.6,ns_per_call,201.6
scaling,threads_1,,stream_gbps,1.75
scaling,threads_1,,dense_gbps,0.95
scaling,threads_1,,dense_gbps_core,0.955
scaling,threads_1,,dense_ns,224.9
scaling,threads_2,,stream_gbps,3.14
scaling,threads_2,,dense_gbps,1.59
scaling,threads_2,,dense_gbps_core,0.793
scaling,threads_2,,dense_ns,135.3
scaling,threads_4,,stream_gbps,5.82
scaling,threads_4,,dense_gbps,2.98
scaling,threads_4,,dense_gbps_core,0.744
scaling,threads_4,,dense_ns,72.2
scaling,threads_8,,stream_gbps,11.43
scaling,threads_8,,dense_gbps,6.08
scaling,threads_8,,dense_gbps_core,0.76
scaling,threads_8,,dense_ns,35.3
scaling,threads_16,,stream_gbps,20.15
scaling,threads_16,,dense_gbps,11.42
scaling,threads_16,,dense_gbps_core,0.714
scaling,threads_16,,dense_ns,18.8
scaling,threads_32,,stream_gbps,32.6
scaling,threads_32,,dense_gbps,21.03
scaling,threads_32,,dense_gbps_core,0.657
scaling,threads_32,,dense_ns,10.2
scaling,threads_64,,stream_gbps,34.03
scaling,threads_64,,dense_gbps,33.0
scaling,threads_64,,dense_gbps_core,0.516
scaling,threads_64,,dense_ns,6.5
scaling,threads_128,,stream_gbps,22.46
scaling,threads_128,,dense_gbps,23.7
scaling,threads_128,,dense_gbps_core,0.185
scaling,threads_128,,dense_ns,9.1
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,50.0
production,setup_?thr,,alpha,0.8
production,setup_?thr,,beta,2.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,56.6363
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,474649750.0
production,setup_?thr,,keep_frac,0.423341
production,setup_?thr,,avg_row_bytes_pruned,214.729
production,setup_?thr,,build_s,320.784
production,setup_?thr,,quantize_s,0.195387
production,setup_?thr,,quant_MiB,1471.82
production,setup_?thr,,fp16_row_bytes,214.729
production,setup_?thr,,u8_row_bytes,166.547
production,setup_?thr,,row_byte_ratio,1.2893
production,setup_?thr,,quantized,1.0
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
production,replay_1thr,,k_hat,20.0
production,replay_1thr,,ef,50.0
production,replay_1thr,,alpha,0.8
production,replay_1thr,,beta,2.0
production,replay_1thr,,recorded,2844778.0
production,replay_1thr,,full_s,0.2961
production,replay_1thr,,overhead_s,0.072351
production,replay_1thr,,distance_s,0.223749
production,replay_1thr,,distance_share,0.755653
production,replay_1thr,,overhead_share,0.244347
production,replay_1thr,,ndist,2844778.0
production,replay_1thr,,ns_per_dist_true,78.6525
production,replay_1thr,,ns_per_dist_naive,104.085
production,replay_1thr,,vec_bytes,491825968.0
production,replay_1thr,,graph_bytes,15343956.0
production,replay_1thr,,graph_frac_of_bytes,0.0302541
production,replay_1thr,,replay_ndist,2844778.0
production,replay_1thr,,ndist_match,1.0
production,repeat_1thr,,search_threads,1.0
production,repeat_1thr,,nq,2000.0
production,repeat_1thr,,k,10.0
production,repeat_1thr,,k_hat,20.0
production,repeat_1thr,,ef,50.0
production,repeat_1thr,,alpha,0.8
production,repeat_1thr,,beta,2.0
production,repeat_1thr,,cold_s,0.292955
production,repeat_1thr,,warm_s,0.150922
production,repeat_1thr,,mem_share,0.484828
production,repeat_1thr,,cold_us_per_query,146.477
production,repeat_1thr,,warm_us_per_query,75.4611
production,repeat_1thr,,ndist,2844778.0
production,repeat_1thr,,cold_ns_per_dist,102.98
