section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,19.7
ablation,variant_2,0.2,ns_per_call,17.2
ablation,variant_3,0.2,ns_per_call,32.2
ablation,variant_4,0.2,ns_per_call,34.7
ablation,variant_5,0.2,ns_per_call,45.0
ablation,variant_6,0.2,ns_per_call,190.8
ablation,variant_1,0.5,ns_per_call,19.2
ablation,variant_2,0.5,ns_per_call,17.9
ablation,variant_3,0.5,ns_per_call,35.7
ablation,variant_4,0.5,ns_per_call,36.6
ablation,variant_5,0.5,ns_per_call,45.4
ablation,variant_6,0.5,ns_per_call,192.5
ablation,variant_1,1.9,ns_per_call,23.3
ablation,variant_2,1.9,ns_per_call,21.7
ablation,variant_3,1.9,ns_per_call,45.3
ablation,variant_4,1.9,ns_per_call,40.4
ablation,variant_5,1.9,ns_per_call,48.3
ablation,variant_6,1.9,ns_per_call,203.7
ablation,variant_1,7.6,ns_per_call,22.0
ablation,variant_2,7.6,ns_per_call,24.8
ablation,variant_3,7.6,ns_per_call,51.3
ablation,variant_4,7.6,ns_per_call,43.7
ablation,variant_5,7.6,ns_per_call,50.6
ablation,variant_6,7.6,ns_per_call,210.8
ablation,variant_1,27.9,ns_per_call,19.8
ablation,variant_2,27.9,ns_per_call,26.9
ablation,variant_3,27.9,ns_per_call,53.9
ablation,variant_4,27.9,ns_per_call,46.3
ablation,variant_5,27.9,ns_per_call,51.4
ablation,variant_6,27.9,ns_per_call,212.7
ablation,variant_1,111.4,ns_per_call,20.6
ablation,variant_2,111.4,ns_per_call,52.4
ablation,variant_3,111.4,ns_per_call,128.4
ablation,variant_4,111.4,ns_per_call,96.6
ablation,variant_5,111.4,ns_per_call,62.9
ablation,variant_6,111.4,ns_per_call,274.1
ablation,variant_1,466.3,ns_per_call,21.4
ablation,variant_2,466.3,ns_per_call,65.8
ablation,variant_3,466.3,ns_per_call,168.7
ablation,variant_4,466.3,ns_per_call,104.4
ablation,variant_5,466.3,ns_per_call,81.0
ablation,variant_6,466.3,ns_per_call,316.7
ablation,variant_1,1652.8,ns_per_call,22.7
ablation,variant_2,1652.8,ns_per_call,73.3
ablation,variant_3,1652.8,ns_per_call,200.9
ablation,variant_4,1652.8,ns_per_call,110.2
ablation,variant_5,1652.8,ns_per_call,82.3
ablation,variant_6,1652.8,ns_per_call,358.8
scaling,threads_1,,stream_gbps,1.55
scaling,threads_1,,dense_gbps,0.82
scaling,threads_1,,dense_gbps_core,0.822
scaling,threads_1,,dense_ns,227.4
scaling,threads_2,,stream_gbps,2.77
scaling,threads_2,,dense_gbps,1.4
scaling,threads_2,,dense_gbps_core,0.702
scaling,threads_2,,dense_ns,133.1
scaling,threads_4,,stream_gbps,5.2
scaling,threads_4,,dense_gbps,2.63
scaling,threads_4,,dense_gbps_core,0.658
scaling,threads_4,,dense_ns,71.0
scaling,threads_8,,stream_gbps,10.15
scaling,threads_8,,dense_gbps,5.3
scaling,threads_8,,dense_gbps_core,0.663
scaling,threads_8,,dense_ns,35.3
scaling,threads_16,,stream_gbps,18.56
scaling,threads_16,,dense_gbps,10.04
scaling,threads_16,,dense_gbps_core,0.627
scaling,threads_16,,dense_ns,18.6
scaling,threads_32,,stream_gbps,28.2
scaling,threads_32,,dense_gbps,18.57
scaling,threads_32,,dense_gbps_core,0.58
scaling,threads_32,,dense_ns,10.1
scaling,threads_64,,stream_gbps,28.91
scaling,threads_64,,dense_gbps,28.69
scaling,threads_64,,dense_gbps_core,0.448
scaling,threads_64,,dense_ns,6.5
scaling,threads_128,,stream_gbps,21.38
scaling,threads_128,,dense_gbps,24.77
scaling,threads_128,,dense_gbps_core,0.193
scaling,threads_128,,dense_ns,7.5
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,80.0
production,setup_?thr,,alpha,0.75
production,setup_?thr,,beta,8.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,56.2673
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,413200861.0
production,setup_?thr,,keep_frac,0.368535
production,setup_?thr,,avg_row_bytes_pruned,186.93
production,setup_?thr,,build_s,279.377
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
production,replay_1thr,,k_hat,80.0
production,replay_1thr,,ef,80.0
production,replay_1thr,,alpha,0.75
production,replay_1thr,,beta,8.0
production,replay_1thr,,recorded,3997077.0
production,replay_1thr,,full_s,0.472097
production,replay_1thr,,overhead_s,0.10317
production,replay_1thr,,distance_s,0.368927
production,replay_1thr,,distance_share,0.781465
production,replay_1thr,,overhead_share,0.218535
production,replay_1thr,,ndist,3997077.0
production,replay_1thr,,ns_per_dist_true,92.2993
production,replay_1thr,,ns_per_dist_naive,118.111
production,replay_1thr,,vec_bytes,778227520.0
production,replay_1thr,,graph_bytes,22670576.0
production,replay_1thr,,graph_frac_of_bytes,0.0283064
production,replay_1thr,,replay_ndist,3997077.0
production,replay_1thr,,ndist_match,1.0
production,repeat_1thr,,search_threads,1.0
