section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,19.9
ablation,variant_2,0.2,ns_per_call,17.5
ablation,variant_3,0.2,ns_per_call,32.2
ablation,variant_4,0.2,ns_per_call,34.4
ablation,variant_5,0.2,ns_per_call,44.0
ablation,variant_6,0.2,ns_per_call,195.7
ablation,variant_7,0.2,ns_per_call,31.9
ablation,variant_1,0.5,ns_per_call,19.9
ablation,variant_2,0.5,ns_per_call,18.3
ablation,variant_3,0.5,ns_per_call,35.1
ablation,variant_4,0.5,ns_per_call,35.7
ablation,variant_5,0.5,ns_per_call,44.0
ablation,variant_6,0.5,ns_per_call,196.9
ablation,variant_7,0.5,ns_per_call,32.6
ablation,variant_1,1.9,ns_per_call,22.4
ablation,variant_2,1.9,ns_per_call,21.8
ablation,variant_3,1.9,ns_per_call,44.8
ablation,variant_4,1.9,ns_per_call,38.9
ablation,variant_5,1.9,ns_per_call,45.9
ablation,variant_6,1.9,ns_per_call,208.5
ablation,variant_7,1.9,ns_per_call,43.1
ablation,variant_1,7.6,ns_per_call,21.5
ablation,variant_2,7.6,ns_per_call,24.2
ablation,variant_3,7.6,ns_per_call,50.8
ablation,variant_4,7.6,ns_per_call,42.1
ablation,variant_5,7.6,ns_per_call,47.7
ablation,variant_6,7.6,ns_per_call,215.0
ablation,variant_7,7.6,ns_per_call,50.8
ablation,variant_1,27.9,ns_per_call,20.3
ablation,variant_2,27.9,ns_per_call,26.1
ablation,variant_3,27.9,ns_per_call,54.0
ablation,variant_4,27.9,ns_per_call,43.5
ablation,variant_5,27.9,ns_per_call,49.0
ablation,variant_6,27.9,ns_per_call,217.0
ablation,variant_7,27.9,ns_per_call,56.7
ablation,variant_1,111.4,ns_per_call,19.9
ablation,variant_2,111.4,ns_per_call,51.9
ablation,variant_3,111.4,ns_per_call,128.4
ablation,variant_4,111.4,ns_per_call,95.9
ablation,variant_5,111.4,ns_per_call,63.1
ablation,variant_6,111.4,ns_per_call,278.4
ablation,variant_7,111.4,ns_per_call,119.1
ablation,variant_1,466.3,ns_per_call,21.0
ablation,variant_2,466.3,ns_per_call,64.2
ablation,variant_3,466.3,ns_per_call,171.9
ablation,variant_4,466.3,ns_per_call,102.3
ablation,variant_5,466.3,ns_per_call,77.1
ablation,variant_6,466.3,ns_per_call,320.4
ablation,variant_7,466.3,ns_per_call,168.7
ablation,variant_1,1652.8,ns_per_call,22.4
ablation,variant_2,1652.8,ns_per_call,72.5
ablation,variant_3,1652.8,ns_per_call,201.0
ablation,variant_4,1652.8,ns_per_call,110.1
ablation,variant_5,1652.8,ns_per_call,82.4
ablation,variant_6,1652.8,ns_per_call,357.7
ablation,variant_7,1652.8,ns_per_call,197.0
scaling,threads_1,,stream_gbps,1.61
scaling,threads_1,,dense_gbps,0.84
scaling,threads_1,,dense_gbps_core,0.836
scaling,threads_1,,dense_ns,223.5
scaling,threads_2,,stream_gbps,2.78
scaling,threads_2,,dense_gbps,1.43
scaling,threads_2,,dense_gbps_core,0.713
scaling,threads_2,,dense_ns,131.1
scaling,threads_4,,stream_gbps,5.2
scaling,threads_4,,dense_gbps,2.64
scaling,threads_4,,dense_gbps_core,0.66
scaling,threads_4,,dense_ns,70.8
scaling,threads_8,,stream_gbps,10.43
scaling,threads_8,,dense_gbps,5.34
scaling,threads_8,,dense_gbps_core,0.668
scaling,threads_8,,dense_ns,35.0
scaling,threads_16,,stream_gbps,18.36
scaling,threads_16,,dense_gbps,10.19
scaling,threads_16,,dense_gbps_core,0.637
scaling,threads_16,,dense_ns,18.3
scaling,threads_32,,stream_gbps,29.73
scaling,threads_32,,dense_gbps,18.86
scaling,threads_32,,dense_gbps_core,0.589
scaling,threads_32,,dense_ns,9.9
scaling,threads_64,,stream_gbps,29.04
scaling,threads_64,,dense_gbps,30.85
scaling,threads_64,,dense_gbps_core,0.482
scaling,threads_64,,dense_ns,6.1
scaling,threads_128,,stream_gbps,22.0
scaling,threads_128,,dense_gbps,25.02
scaling,threads_128,,dense_gbps_core,0.195
scaling,threads_128,,dense_ns,7.5
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,50.0
production,setup_?thr,,alpha,0.75
production,setup_?thr,,beta,8.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,55.8085
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,413200861.0
production,setup_?thr,,keep_frac,0.368535
production,setup_?thr,,avg_row_bytes_pruned,186.93
production,setup_?thr,,build_s,280.022
production,setup_?thr,,quantize_s,0.173418
production,setup_?thr,,quant_MiB,1296.01
production,setup_?thr,,fp16_row_bytes,186.93
production,setup_?thr,,u8_row_bytes,145.698
production,setup_?thr,,row_byte_ratio,1.283
production,setup_?thr,,seed_s,5.32658
production,setup_?thr,,seed_KiB,940.906
production,setup_?thr,,seed_top_k,8.0
production,setup_?thr,,seed_terms,8.0
production,setup_?thr,,seed_per_term,4.0
production,setup_?thr,,quantized,1.0
production,setup_?thr,,seeding,1.0
production,setup_?thr,,patience,0.0
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
production,replay_1thr,,k_hat,80.0
production,replay_1thr,,ef,50.0
production,replay_1thr,,alpha,0.75
production,replay_1thr,,beta,8.0
production,replay_1thr,,recorded,3786891.0
production,replay_1thr,,full_s,0.37673
production,replay_1thr,,overhead_s,0.102228
production,replay_1thr,,distance_s,0.274502
production,replay_1thr,,distance_share,0.728644
production,replay_1thr,,overhead_share,0.271356
production,replay_1thr,,ndist,3786891.0
production,replay_1thr,,ns_per_dist_true,72.4874
production,replay_1thr,,ns_per_dist_naive,99.4825
production,replay_1thr,,vec_bytes,571001548.0
production,replay_1thr,,graph_bytes,21391984.0
production,replay_1thr,,graph_frac_of_bytes,0.0361111
production,replay_1thr,,replay_ndist,3786891.0
production,replay_1thr,,ndist_match,1.0
production,repeat_1thr,,search_threads,1.0
production,repeat_1thr,,nq,2000.0
production,repeat_1thr,,k,10.0
production,repeat_1thr,,k_hat,80.0
production,repeat_1thr,,ef,50.0
production,repeat_1thr,,alpha,0.75
production,repeat_1thr,,beta,8.0
production,repeat_1thr,,cold_s,0.379903
production,repeat_1thr,,warm_s,0.19893
production,repeat_1thr,,mem_share,0.476368
production,repeat_1thr,,cold_us_per_query,189.952
production,repeat_1thr,,warm_us_per_query,99.4648
production,repeat_1thr,,ndist,3786891.0
production,repeat_1thr,,cold_ns_per_dist,100.321
production,repeat_1thr,,warm_ns_per_dist,52.5311
production,repeat_1thr,,bytes_per_query_avg,285501.0
production,repeat_1thr,,bytes_per_query_max,600084.0
production,repeat_1thr,,path_mismatches,0.0
production,batch_1thr,,search_threads,1.0
production,batch_1thr,,nq,6980.0
production,batch_1thr,,k,10.0
production,batch_1thr,,k_hat,80.0
production,batch_1thr,,ef,50.0
production,batch_1thr,,alpha,0.75
production,batch_1thr,,beta,8.0
production,batch_1thr,,search_s,1.46191
production,batch_1thr,,qps,4774.58
production,batch_1thr,,recall,95.3768
production,batch_1thr,,ndist,13347767.0
production,batch_1thr,,bytes,2028685056.0
production,batch_1thr,,ndist_per_query,1912.29
production,batch_1thr,,bytes_per_query,290643.0
production,batch_1thr,,ns_per_dist,109.525
production,batch_1thr,,achieved_GBps,1.3877
production,batch_1thr,,GBps_per_thread,1.3877
production,batch_1thr,,graph_bytes,75236548.0
production,batch_1thr,,graph_frac_of_bytes,0.0357601
production,batch_1thr,,refine_ndist,558400.0
production,batch_1thr,,refine_bytes,287660756.0
production,batch_1thr,,refine_frac_of_ndist,0.0401548
production,batch_1thr,,refine_frac_of_bytes,0.124187
production,batch_1thr,,total_bytes,2391582360.0
production,batch_1thr,,total_GBps,1.63593
production,batch_64thr,,search_threads,64.0
production,batch_64thr,,nq,6980.0
production,batch_64thr,,k,10.0
production,batch_64thr,,k_hat,80.0
production,batch_64thr,,ef,50.0
production,batch_64thr,,alpha,0.75
production,batch_64thr,,beta,8.0
production,batch_64thr,,search_s,0.0517097
production,batch_64thr,,qps,134984.0
production,batch_64thr,,recall,95.3768
production,batch_64thr,,ndist,13347767.0
production,batch_64thr,,bytes,2028685056.0
production,batch_64thr,,ndist_per_query,1912.29
production,batch_64thr,,bytes_per_query,290643.0
production,batch_64thr,,ns_per_dist,3.87404
production,batch_64thr,,achieved_GBps,39.2322
production,batch_64thr,,GBps_per_thread,0.613003
