section,series,working_set_mb,metric,value
ablation,variant_1,0.3,ns_per_call,26.3
ablation,variant_2,0.3,ns_per_call,18.1
ablation,variant_3,0.3,ns_per_call,39.0
ablation,variant_4,0.3,ns_per_call,40.9
ablation,variant_5,0.3,ns_per_call,56.1
ablation,variant_6,0.3,ns_per_call,230.9
ablation,variant_7,0.3,ns_per_call,37.2
ablation,variant_1,0.6,ns_per_call,25.5
ablation,variant_2,0.6,ns_per_call,19.4
ablation,variant_3,0.6,ns_per_call,43.6
ablation,variant_4,0.6,ns_per_call,43.5
ablation,variant_5,0.6,ns_per_call,56.7
ablation,variant_6,0.6,ns_per_call,233.2
ablation,variant_7,0.6,ns_per_call,40.2
ablation,variant_1,2.5,ns_per_call,30.7
ablation,variant_2,2.5,ns_per_call,23.9
ablation,variant_3,2.5,ns_per_call,52.1
ablation,variant_4,2.5,ns_per_call,46.7
ablation,variant_5,2.5,ns_per_call,59.1
ablation,variant_6,2.5,ns_per_call,244.2
ablation,variant_7,2.5,ns_per_call,49.8
ablation,variant_1,10.0,ns_per_call,29.2
ablation,variant_2,10.0,ns_per_call,26.9
ablation,variant_3,10.0,ns_per_call,57.7
ablation,variant_4,10.0,ns_per_call,50.1
ablation,variant_5,10.0,ns_per_call,61.6
ablation,variant_6,10.0,ns_per_call,250.2
ablation,variant_7,10.0,ns_per_call,58.0
ablation,variant_1,37.1,ns_per_call,27.2
ablation,variant_2,37.1,ns_per_call,35.7
ablation,variant_3,37.1,ns_per_call,81.6
ablation,variant_4,37.1,ns_per_call,62.2
ablation,variant_5,37.1,ns_per_call,70.4
ablation,variant_6,37.1,ns_per_call,262.6
ablation,variant_7,37.1,ns_per_call,66.5
ablation,variant_1,148.0,ns_per_call,27.6
ablation,variant_2,148.0,ns_per_call,68.2
ablation,variant_3,148.0,ns_per_call,149.7
ablation,variant_4,148.0,ns_per_call,114.7
ablation,variant_5,148.0,ns_per_call,78.1
ablation,variant_6,148.0,ns_per_call,320.2
ablation,variant_7,148.0,ns_per_call,137.1
ablation,variant_1,619.5,ns_per_call,27.6
ablation,variant_2,619.5,ns_per_call,84.5
ablation,variant_3,619.5,ns_per_call,196.0
ablation,variant_4,619.5,ns_per_call,118.6
ablation,variant_5,619.5,ns_per_call,91.6
ablation,variant_6,619.5,ns_per_call,361.6
ablation,variant_7,619.5,ns_per_call,182.0
ablation,variant_1,2195.4,ns_per_call,30.3
ablation,variant_2,2195.4,ns_per_call,94.4
ablation,variant_3,2195.4,ns_per_call,220.2
ablation,variant_4,2195.4,ns_per_call,122.9
ablation,variant_5,2195.4,ns_per_call,101.2
ablation,variant_6,2195.4,ns_per_call,400.9
ablation,variant_7,2195.4,ns_per_call,208.4
scaling,threads_1,,stream_gbps,1.9
scaling,threads_1,,dense_gbps,1.02
scaling,threads_1,,dense_gbps_core,1.021
scaling,threads_1,,dense_ns,243.1
scaling,threads_2,,stream_gbps,3.39
scaling,threads_2,,dense_gbps,1.78
scaling,threads_2,,dense_gbps_core,0.889
scaling,threads_2,,dense_ns,139.5
scaling,threads_4,,stream_gbps,6.35
scaling,threads_4,,dense_gbps,3.4
scaling,threads_4,,dense_gbps_core,0.85
scaling,threads_4,,dense_ns,73.0
scaling,threads_8,,stream_gbps,12.8
scaling,threads_8,,dense_gbps,6.9
scaling,threads_8,,dense_gbps_core,0.862
scaling,threads_8,,dense_ns,36.0
scaling,threads_16,,stream_gbps,22.09
scaling,threads_16,,dense_gbps,12.92
scaling,threads_16,,dense_gbps_core,0.808
scaling,threads_16,,dense_ns,19.2
scaling,threads_32,,stream_gbps,37.98
scaling,threads_32,,dense_gbps,23.84
scaling,threads_32,,dense_gbps_core,0.745
scaling,threads_32,,dense_ns,10.4
scaling,threads_64,,stream_gbps,39.66
scaling,threads_64,,dense_gbps,35.2
scaling,threads_64,,dense_gbps_core,0.55
scaling,threads_64,,dense_ns,7.1
scaling,threads_128,,stream_gbps,23.57
scaling,threads_128,,dense_gbps,25.61
scaling,threads_128,,dense_gbps_core,0.2
