bin_lo,bin_hi,count,fraction,added_count,not_added_count,added_fraction,not_added_fraction
0.0000,1.0000,108296,0.0010592280,108296,0,0.0069390172,0.0000000000
1.0000,2.0000,84709,0.0008285269,84709,0,0.0054276909,0.0000000000
2.0000,3.0000,100174,0.0009797879,100174,0,0.0064186038,0.0000000000
3.0000,4.0000,106862,0.0010452023,106862,0,0.0068471343,0.0000000000
4.0000,5.0000,127440,0.0012464728,127440,0,0.0081656604,0.0000000000
5.0000,6.0000,4432784,0.0433564398,296692,4136092,0.0190104058,0.0477423116
6.0000,7.0000,4665732,0.0456348716,353008,4312724,0.0226188280,0.0497811492
7.0000,8.0000,4449794,0.0435228123,361658,4088136,0.0231730729,0.0471887624
8.0000,9.0000,4897499,0.0479017522,412891,4484608,0.0264558042,0.0517651813
9.0000,10.0000,4149862,0.0405892194,385563,3764299,0.0247047749,0.0434507588
10.0000,11.0000,5050349,0.0493967567,480998,4569351,0.0308197294,0.0527433575
11.0000,12.0000,4567286,0.0446719851,455302,4111984,0.0291732698,0.0474640364
12.0000,13.0000,4578847,0.0447850616,494422,4084425,0.0316798661,0.0471459269
13.0000,14.0000,4442008,0.0434466585,491928,3950080,0.0315200642,0.0455952020
14.0000,15.0000,4142079,0.0405130949,505653,3636426,0.0323994874,0.0419747392
15.0000,16.0000,4318200,0.0422357098,526509,3791691,0.0337358261,0.0437669407
16.0000,17.0000,4131263,0.0404073051,551453,3579810,0.0353341017,0.0413212289
17.0000,18.0000,3915158,0.0382936124,521497,3393661,0.0334146845,0.0391725379
18.0000,19.0000,3925958,0.0383992457,555830,3370128,0.0356145560,0.0389008999
19.0000,20.0000,2740223,0.0268017376,426260,2313963,0.0273124168,0.0267097401
20.0000,21.0000,4187716,0.0409594640,642294,3545422,0.0411546977,0.0409242932
21.0000,22.0000,3237135,0.0316619643,513313,2723822,0.0328902984,0.0314406833
22.0000,23.0000,3075831,0.0300842725,531160,2544671,0.0340338369,0.0293727692
23.0000,24.0000,2800894,0.0273951522,491818,2309076,0.0315130160,0.0266533302
24.0000,25.0000,1983590,0.0194012161,368660,1614930,0.0236217228,0.0186409034
25.0000,26.0000,3288711,0.0321664220,601666,2687045,0.0385514769,0.0310161717
26.0000,27.0000,2225975,0.0217719499,460228,1765747,0.0294889010,0.0203817622
27.0000,28.0000,2091846,0.0204600529,436918,1654928,0.0279953233,0.0191025945
28.0000,29.0000,1950015,0.0190728238,438598,1511417,0.0281029686,0.0174460678
29.0000,30.0000,1552625,0.0151860078,338809,1213816,0.0217090335,0.0140109025
30.0000,31.0000,1667354,0.0163081561,415243,1252111,0.0266065075,0.0144529361
31.0000,32.0000,1257942,0.0123037546,318774,939168,0.0204252999,0.0108406804
32.0000,33.0000,1228807,0.0120187893,327248,901559,0.0209682677,0.0104065651
33.0000,34.0000,991216,0.0096949450,270028,721188,0.0173019220,0.0083245687
34.0000,35.0000,1006100,0.0098405233,285018,721082,0.0182623995,0.0083233452
35.0000,36.0000,772986,0.0075604679,245910,527076,0.0157565721,0.0060839620
36.0000,37.0000,678902,0.0066402454,220346,458556,0.0141185703,0.0052930456
37.0000,38.0000,627194,0.0061344967,202685,424509,0.0129869497,0.0049000460
38.0000,39.0000,461885,0.0045176325,171527,290358,0.0109905150,0.0033515604
39.0000,40.0000,289076,0.0028274119,110117,178959,0.0070556970,0.0020656978
40.0000,41.0000,468368,0.0045810418,167905,300463,0.0107584370,0.0034682009
41.0000,42.0000,274914,0.0026888954,116710,158204,0.0074781405,0.0018261259
42.0000,43.0000,208320,0.0020375488,93571,114749,0.0059955195,0.0013245311
43.0000,44.0000,178036,0.0017413452,77684,100352,0.0049775672,0.0011583486
44.0000,45.0000,194309,0.0019005091,82645,111664,0.0052954410,0.0012889214
45.0000,46.0000,106573,0.0010423756,54657,51916,0.0035021226,0.0005992589
46.0000,47.0000,106169,0.0010384241,52026,54143,0.0033335424,0.0006249648
47.0000,48.0000,65869,0.0006442555,35974,29895,0.0023050178,0.0003450737
48.0000,49.0000,97633,0.0009549347,48318,49315,0.0030959540,0.0005692359
49.0000,50.0000,3038,0.0000297143,2638,400,0.0001690287,0.0000046171
50.0000,51.0000,71938,0.0007036155,39887,32051,0.0025557415,0.0003699601
51.0000,52.0000,33823,0.0003308180,22041,11782,0.0014122671,0.0001359979
52.0000,53.0000,33270,0.0003254092,16658,16612,0.0010673538,0.0001917499
53.0000,54.0000,21251,0.0002078531,13298,7953,0.0008520633,0.0000918003
54.0000,55.0000,11135,0.0001089099,7921,3214,0.0005075345,0.0000370987
55.0000,56.0000,9970,0.0000975152,7441,2529,0.0004767787,0.0000291919
56.0000,57.0000,16396,0.0001603670,8624,7772,0.0005525789,0.0000897111
57.0000,58.0000,6179,0.0000604359,4589,1590,0.0002940381,0.0000183531
58.0000,59.0000,3623,0.0000354361,2972,651,0.0001904296,0.0000075144
59.0000,60.0000,2956,0.0000289122,2372,584,0.0001519848,0.0000067410
60.0000,61.0000,7163,0.0000700603,4122,3041,0.0002641153,0.0000351018
61.0000,62.0000,1826,0.0000178599,1485,341,0.0000951507,0.0000039361
62.0000,63.0000,1447,0.0000141529,1261,186,0.0000807980,0.0000021470
63.0000,64.0000,779,0.0000076193,703,76,0.0000450444,0.0000008773
64.0000,65.0000,2343,0.0000229166,1460,883,0.0000935488,0.0000101923
65.0000,66.0000,767,0.0000075019,675,92,0.0000432503,0.0000010619
66.0000,67.0000,366,0.0000035798,339,27,0.0000217213,0.0000003117
67.0000,68.0000,181,0.0000017703,170,11,0.0000108927,0.0000001270
68.0000,69.0000,756,0.0000073943,501,255,0.0000321013,0.0000029434
69.0000,70.0000,180,0.0000017606,160,20,0.0000102519,0.0000002309
70.0000,71.0000,128,0.0000012520,125,3,0.0000080093,0.0000000346
71.0000,72.0000,53,0.0000005184,52,1,0.0000033319,0.0000000115
72.0000,73.0000,233,0.0000022789,169,64,0.0000108286,0.0000007387
73.0000,74.0000,45,0.0000004401,42,3,0.0000026911,0.0000000346
74.0000,75.0000,13,0.0000001272,13,0,0.0000008330,0.0000000000
75.0000,76.0000,19,0.0000001858,18,1,0.0000011533,0.0000000115
76.0000,77.0000,75,0.0000007336,59,16,0.0000037804,0.0000001847
77.0000,78.0000,3,0.0000000293,3,0,0.0000001922,0.0000000000
78.0000,79.0000,6,0.0000000587,6,0,0.0000003844,0.0000000000
79.0000,80.0000,1,0.0000000098,1,0,0.0000000641,0.0000000000
80.0000,81.0000,13,0.0000001272,13,0,0.0000008330,0.0000000000
81.0000,82.0000,1,0.0000000098,1,0,0.0000000641,0.0000000000
82.0000,83.0000,2,0.0000000196,2,0,0.0000001281,0.0000000000
83.0000,84.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
84.0000,85.0000,4,0.0000000391,4,0,0.0000002563,0.0000000000
85.0000,86.0000,1,0.0000000098,1,0,0.0000000641,0.0000000000
86.0000,87.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
87.0000,88.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
88.0000,89.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
89.0000,90.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
90.0000,91.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
91.0000,92.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
92.0000,93.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
93.0000,94.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
94.0000,95.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
95.0000,96.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
96.0000,97.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
97.0000,98.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
98.0000,99.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
99.0000,100.0000,0,0.0000000000,0,0,0.0000000000,0.0000000000
