section,series,working_set_mb,metric,value
ablation,variant_1,0.3,ns_per_call,48.6
ablation,variant_2,0.3,ns_per_call,18.2
ablation,variant_3,0.3,ns_per_call,38.6
ablation,variant_4,0.3,ns_per_call,41.2
ablation,variant_5,0.3,ns_per_call,56.1
ablation,variant_6,0.3,ns_per_call,231.1
ablation,variant_7,0.3,ns_per_call,38.1
ablation,variant_1,0.6,ns_per_call,26.0
ablation,variant_2,0.6,ns_per_call,19.6
ablation,variant_3,0.6,ns_per_call,43.9
ablation,variant_4,0.6,ns_per_call,43.6
ablation,variant_5,0.6,ns_per_call,57.1
ablation,variant_6,0.6,ns_per_call,233.5
ablation,variant_7,0.6,ns_per_call,40.7
ablation,variant_1,2.5,ns_per_call,30.3
ablation,variant_2,2.5,ns_per_call,24.1
ablation,variant_3,2.5,ns_per_call,52.7
ablation,variant_4,2.5,ns_per_call,46.9
ablation,variant_5,2.5,ns_per_call,59.9
ablation,variant_6,2.5,ns_per_call,244.4
ablation,variant_7,2.5,ns_per_call,50.5
ablation,variant_1,10.0,ns_per_call,28.9
ablation,variant_2,10.0,ns_per_call,26.7
ablation,variant_3,10.0,ns_per_call,57.8
ablation,variant_4,10.0,ns_per_call,50.3
ablation,variant_5,10.0,ns_per_call,61.9
ablation,variant_6,10.0,ns_per_call,250.7
ablation,variant_7,10.0,ns_per_call,56.6
ablation,variant_1,37.1,ns_per_call,27.1
ablation,variant_2,37.1,ns_per_call,35.6
ablation,variant_3,37.1,ns_per_call,80.3
ablation,variant_4,37.1,ns_per_call,62.0
ablation,variant_5,37.1,ns_per_call,68.9
ablation,variant_6,37.1,ns_per_call,261.6
ablation,variant_7,37.1,ns_per_call,64.7
ablation,variant_1,148.0,ns_per_call,27.6
ablation,variant_2,148.0,ns_per_call,64.0
ablation,variant_3,148.0,ns_per_call,149.7
ablation,variant_4,148.0,ns_per_call,114.9
ablation,variant_5,148.0,ns_per_call,76.1
ablation,variant_6,148.0,ns_per_call,322.0
ablation,variant_7,148.0,ns_per_call,135.8
ablation,variant_1,619.5,ns_per_call,27.9
ablation,variant_2,619.5,ns_per_call,82.9
ablation,variant_3,619.5,ns_per_call,194.4
ablation,variant_4,619.5,ns_per_call,118.5
ablation,variant_5,619.5,ns_per_call,90.8
ablation,variant_6,619.5,ns_per_call,361.7
ablation,variant_7,619.5,ns_per_call,183.8
ablation,variant_1,2195.4,ns_per_call,30.0
ablation,variant_2,2195.4,ns_per_call,94.3
ablation,variant_3,2195.4,ns_per_call,218.2
ablation,variant_4,2195.4,ns_per_call,122.8
ablation,variant_5,2195.4,ns_per_call,97.8
ablation,variant_6,2195.4,ns_per_call,395.6
ablation,variant_7,2195.4,ns_per_call,209.0
scaling,threads_1,,stream_gbps,1.92
scaling,threads_1,,dense_gbps,1.04
scaling,threads_1,,dense_gbps_core,1.039
scaling,threads_1,,dense_ns,239.0
scaling,threads_2,,stream_gbps,3.42
scaling,threads_2,,dense_gbps,1.79
scaling,threads_2,,dense_gbps_core,0.893
scaling,threads_2,,dense_ns,138.9
scaling,threads_4,,stream_gbps,6.37
scaling,threads_4,,dense_gbps,3.42
scaling,threads_4,,dense_gbps_core,0.855
scaling,threads_4,,dense_ns,72.6
scaling,threads_8,,stream_gbps,12.78
scaling,threads_8,,dense_gbps,6.93
scaling,threads_8,,dense_gbps_core,0.866
scaling,threads_8,,dense_ns,35.8
scaling,threads_16,,stream_gbps,22.23
scaling,threads_16,,dense_gbps,13.03
scaling,threads_16,,dense_gbps_core,0.814
scaling,threads_16,,dense_ns,19.1
scaling,threads_32,,stream_gbps,38.34
scaling,threads_32,,dense_gbps,23.8
scaling,threads_32,,dense_gbps_core,0.744
scaling,threads_32,,dense_ns,10.4
scaling,threads_64,,stream_gbps,41.21
scaling,threads_64,,dense_gbps,34.76
scaling,threads_64,,dense_gbps_core,0.543
scaling,threads_64,,dense_ns,7.1
scaling,threads_128,,stream_gbps,23.42
scaling,threads_128,,dense_gbps,24.89
scaling,threads_128,,dense_gbps_core,0.194
scaling,threads_128,,dense_ns,10.0
production,setup_?thr,,M,32.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,3200.0
production,setup_?thr,,alpha,0.85
production,setup_?thr,,beta,4.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,59.0901
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,548854418.0
production,setup_?thr,,keep_frac,0.489524
production,setup_?thr,,avg_row_bytes_pruned,248.299
production,setup_?thr,,build_s,361.121
production,setup_?thr,,quantize_s,0.225415
