section,series,working_set_mb,metric,value
ablation,variant_1,0.2,ns_per_call,23.3
ablation,variant_2,0.2,ns_per_call,17.8
ablation,variant_3,0.2,ns_per_call,35.4
ablation,variant_4,0.2,ns_per_call,37.9
ablation,variant_5,0.2,ns_per_call,49.9
ablation,variant_6,0.2,ns_per_call,206.2
ablation,variant_1,0.5,ns_per_call,22.5
ablation,variant_2,0.5,ns_per_call,18.6
ablation,variant_3,0.5,ns_per_call,39.5
ablation,variant_4,0.5,ns_per_call,40.0
ablation,variant_5,0.5,ns_per_call,50.5
ablation,variant_6,0.5,ns_per_call,208.3
ablation,variant_1,2.2,ns_per_call,26.0
ablation,variant_2,2.2,ns_per_call,23.3
ablation,variant_3,2.2,ns_per_call,48.6
ablation,variant_4,2.2,ns_per_call,43.3
ablation,variant_5,2.2,ns_per_call,52.6
ablation,variant_6,2.2,ns_per_call,219.9
ablation,variant_1,8.7,ns_per_call,24.6
ablation,variant_2,8.7,ns_per_call,25.8
ablation,variant_3,8.7,ns_per_call,54.5
ablation,variant_4,8.7,ns_per_call,46.8
ablation,variant_5,8.7,ns_per_call,54.4
ablation,variant_6,8.7,ns_per_call,226.7
ablation,variant_1,32.1,ns_per_call,23.3
ablation,variant_2,32.1,ns_per_call,29.9
ablation,variant_3,32.1,ns_per_call,60.6
ablation,variant_4,32.1,ns_per_call,51.4
ablation,variant_5,32.1,ns_per_call,57.7
ablation,variant_6,32.1,ns_per_call,230.2
ablation,variant_1,128.0,ns_per_call,23.3
ablation,variant_2,128.0,ns_per_call,60.5
ablation,variant_3,128.0,ns_per_call,138.4
ablation,variant_4,128.0,ns_per_call,104.7
ablation,variant_5,128.0,ns_per_call,68.5
ablation,variant_6,128.0,ns_per_call,293.3
ablation,variant_1,535.7,ns_per_call,24.0
ablation,variant_2,535.7,ns_per_call,77.9
ablation,variant_3,535.7,ns_per_call,180.6
ablation,variant_4,535.7,ns_per_call,110.8
ablation,variant_5,535.7,ns_per_call,82.5
ablation,variant_6,535.7,ns_per_call,336.9
ablation,variant_1,1898.6,ns_per_call,26.3
ablation,variant_2,1898.6,ns_per_call,83.0
ablation,variant_3,1898.6,ns_per_call,207.2
ablation,variant_4,1898.6,ns_per_call,115.4
ablation,variant_5,1898.6,ns_per_call,102.7
ablation,variant_6,1898.6,ns_per_call,373.6
scaling,threads_1,,stream_gbps,1.74
scaling,threads_1,,dense_gbps,0.94
scaling,threads_1,,dense_gbps_core,0.941
scaling,threads_1,,dense_ns,228.1
scaling,threads_2,,stream_gbps,3.13
scaling,threads_2,,dense_gbps,1.58
scaling,threads_2,,dense_gbps_core,0.792
scaling,threads_2,,dense_ns,135.6
scaling,threads_4,,stream_gbps,5.84
scaling,threads_4,,dense_gbps,3.0
scaling,threads_4,,dense_gbps_core,0.751
scaling,threads_4,,dense_ns,71.5
scaling,threads_8,,stream_gbps,11.62
scaling,threads_8,,dense_gbps,5.98
scaling,threads_8,,dense_gbps_core,0.748
scaling,threads_8,,dense_ns,35.9
scaling,threads_16,,stream_gbps,20.37
scaling,threads_16,,dense_gbps,11.51
scaling,threads_16,,dense_gbps_core,0.719
scaling,threads_16,,dense_ns,18.7
scaling,threads_32,,stream_gbps,33.32
scaling,threads_32,,dense_gbps,21.01
scaling,threads_32,,dense_gbps_core,0.657
scaling,threads_32,,dense_ns,10.2
scaling,threads_64,,stream_gbps,34.03
scaling,threads_64,,dense_gbps,31.9
scaling,threads_64,,dense_gbps_core,0.498
scaling,threads_64,,dense_ns,6.7
scaling,threads_128,,stream_gbps,22.86
scaling,threads_128,,dense_gbps,24.41
scaling,threads_128,,dense_gbps_core,0.191
scaling,threads_128,,dense_ns,8.8
production,setup_?thr,,M,16.0
production,setup_?thr,,efC,200.0
production,setup_?thr,,ef,150.0
production,setup_?thr,,alpha,0.8
production,setup_?thr,,beta,3.0
production,setup_?thr,,heuristic,1.0
production,setup_?thr,,k,10.0
production,setup_?thr,,nq,6980.0
production,setup_?thr,,build_threads,64.0
production,setup_?thr,,dim,30109.0
production,setup_?thr,,npoints,8841823.0
production,setup_?thr,,q_dense_KB,117.613
production,setup_?thr,,avg_row_bytes,507.225
production,setup_?thr,,prune_s,57.7794
production,setup_?thr,,nnz_before,1121199371.0
production,setup_?thr,,nnz_after,474649750.0
production,setup_?thr,,keep_frac,0.423341
production,setup_?thr,,avg_row_bytes_pruned,214.729
production,setup_?thr,,build_s,229.738
production,replay_1thr,,search_threads,1.0
production,replay_1thr,,nq,2000.0
production,replay_1thr,,k,10.0
production,replay_1thr,,k_hat,30.0
production,replay_1thr,,ef,150.0
production,replay_1thr,,alpha,0.8
production,replay_1thr,,beta,3.0
production,replay_1thr,,recorded,4557954.0
production,replay_1thr,,full_s,0.606278
production,replay_1thr,,overhead_s,0.165883
production,replay_1thr,,distance_s,0.440395
production,replay_1thr,,distance_share,0.726392
production,replay_1thr,,overhead_share,0.273608
production,replay_1thr,,ndist,4557954.0
production,replay_1thr,,ns_per_dist_true,96.6213
production,replay_1thr,,ns_per_dist_naive,133.015
production,replay_1thr,,vec_bytes,1011989860.0
production,replay_1thr,,graph_bytes,28153392.0
production,replay_1thr,,graph_frac_of_bytes,0.0270668
production,replay_1thr,,replay_ndist,4557954.0
production,replay_1thr,,ndist_match,1.0
production,repeat_1thr,,search_threads,1.0
production,repeat_1thr,,nq,2000.0
production,repeat_1thr,,k,10.0
production,repeat_1thr,,k_hat,30.0
production,repeat_1thr,,ef,150.0
production,repeat_1thr,,alpha,0.8
production,repeat_1thr,,beta,3.0
production,repeat_1thr,,cold_s,0.60711
production,repeat_1thr,,warm_s,0.318154
production,repeat_1thr,,mem_share,0.475953
production,repeat_1thr,,cold_us_per_query,303.555
production,repeat_1thr,,warm_us_per_query,159.077
production,repeat_1thr,,ndist,4557954.0
production,repeat_1thr,,cold_ns_per_dist,133.198
