bin_lo,bin_hi,count,fraction,added_count,not_added_count,added_fraction,not_added_fraction
0.0000,1.0000,143610,0.0023561541,143610,0,0.0101243852,0.0000000000
1.0000,2.0000,159211,0.0026121137,159205,6,0.0112238197,0.0000001283
2.0000,3.0000,186127,0.0030537142,183781,2346,0.0129564072,0.0000501642
3.0000,4.0000,266391,0.0043705749,212189,54202,0.0149591475,0.0011589931
4.0000,5.0000,588612,0.0096571311,252784,335828,0.0178210611,0.0071809589
5.0000,6.0000,1339897,0.0219831756,328028,1011869,0.0231257004,0.0216366406
6.0000,7.0000,2371441,0.0389073220,426606,1944835,0.0300753671,0.0415861104
7.0000,8.0000,3408750,0.0559260525,546076,2862674,0.0384979025,0.0612121218
8.0000,9.0000,4423517,0.0725749451,697391,3726126,0.0491654837,0.0796751843
9.0000,10.0000,4611245,0.0756549263,748410,3862835,0.0527622807,0.0825984120
10.0000,11.0000,5410621,0.0887699814,920310,4490311,0.0648810873,0.0960156357
11.0000,12.0000,4788515,0.0785633271,876427,3912088,0.0617873724,0.0836515814
12.0000,13.0000,4783915,0.0784878567,925031,3858884,0.0652139139,0.0825139284
13.0000,14.0000,4153615,0.0681467666,868860,3284755,0.0612539052,0.0702374155
14.0000,15.0000,3694955,0.0606217080,814894,2880061,0.0574493472,0.0615839054
15.0000,16.0000,3292994,0.0540268882,774221,2518773,0.0545819347,0.0538585391
16.0000,17.0000,2916370,0.0478477629,722753,2193617,0.0509534836,0.0469057779
17.0000,18.0000,2299129,0.0377209268,614758,1684371,0.0433399262,0.0360166483
18.0000,19.0000,2062567,0.0338397449,569768,1492799,0.0401681687,0.0319202935
19.0000,20.0000,1411433,0.0231568393,415750,995683,0.0293100282,0.0212905378
20.0000,21.0000,1657771,0.0271984123,496005,1161766,0.0349679387,0.0248418653
21.0000,22.0000,1126918,0.0184889110,356240,770678,0.0251146228,0.0164792902
22.0000,23.0000,988257,0.0162139532,324879,663378,0.0229036985,0.0141849107
23.0000,24.0000,769121,0.0126186730,256565,512556,0.0180876185,0.0109599068
24.0000,25.0000,527579,0.0086557861,188794,338785,0.0133098195,0.0072441880
25.0000,26.0000,679354,0.0111459002,235671,443683,0.0166146089,0.0094872060
26.0000,27.0000,455944,0.0074804982,166877,289067,0.0117646893,0.0061810756
27.0000,28.0000,366901,0.0060196038,134899,232002,0.0095102670,0.0049608634
28.0000,29.0000,326419,0.0053554312,122415,204004,0.0086301554,0.0043621864
29.0000,30.0000,230341,0.0037791163,89188,141153,0.0062876796,0.0030182531
30.0000,31.0000,245161,0.0040222624,93984,151177,0.0066257936,0.0032325947
31.0000,32.0000,173070,0.0028394930,68405,104665,0.0048224954,0.0022380357
32.0000,33.0000,153290,0.0025149702,61182,92108,0.0043132800,0.0019695313
33.0000,34.0000,131389,0.0021556489,49907,81482,0.0035184019,0.0017423172
34.0000,35.0000,118402,0.0019425762,45819,72583,0.0032302013,0.0015520312
35.0000,36.0000,95706,0.0015702116,38949,56757,0.0027458720,0.0012136263
36.0000,37.0000,82783,0.0013581889,33378,49405,0.0023531212,0.0010564196
37.0000,38.0000,73271,0.0012021292,28701,44570,0.0020233966,0.0009530335
38.0000,39.0000,58079,0.0009528799,24101,33978,0.0016991004,0.0007265464
39.0000,40.0000,37546,0.0006160028,15775,21771,0.0011121243,0.0004655260
40.0000,41.0000,60071,0.0009855618,23926,36145,0.0016867630,0.0007728830
41.0000,42.0000,38130,0.0006255843,16071,22059,0.0011329921,0.0004716842
42.0000,43.0000,35788,0.0005871600,14771,21017,0.0010413432,0.0004494033
43.0000,44.0000,22879,0.0003753670,10033,12846,0.0007073181,0.0002746841
44.0000,45.0000,26011,0.0004267525,10787,15224,0.0007604745,0.0003255325
